key,context,english,arabic,french
web_report_spending_cat,Section title,Spending by Category,الإنفاق حسب الفئة,Dépenses par catégorie
web_report_no_expense,Empty state,No expense data,لا بيانات مصاريف,Aucune donnée de dépense
web_report_income_cat,Section title,Income by Category,الدخل حسب الفئة,Revenus par catégorie
web_report_no_income,Empty state,No income data,لا بيانات دخل,Aucune donnée de revenu
web_report_top_expenses,Section title,Top Expenses,أعلى المصاريف,Principales dépenses
web_chart_income,Chart label,Income,دخل,Revenu
web_chart_expense,Chart label,Expense,مصروف,Dépense
# ──────────────────────────────────────────────
# WEB SPA — Keyboard shortcuts
# ──────────────────────────────────────────────
web_shortcuts_title,Modal title,Keyboard Shortcuts,اختصارات لوحة المفاتيح,Raccourcis clavier
web_shortcut_new_tx,Description,New transaction,معاملة جديدة,Nouvelle transaction
web_shortcut_search,Description,Search transactions,البحث في المعاملات,Rechercher des transactions
web_shortcut_close,Description,Close modal / unfocus,إغلاق النافذة / إلغاء التركيز,Fermer la modale / défocaliser
web_shortcut_help,Description,Show this help,إظهار هذه المساعدة,Afficher cette aide
# ──────────────────────────────────────────────
# WEB SPA — Months (abbreviated)
# ──────────────────────────────────────────────
month_jan,Month abbreviation,Jan,يناير,Jan
month_feb,Month abbreviation,Feb,فبراير,Fév
month_mar,Month abbreviation,Mar,مارس,Mars
month_apr,Month abbreviation,Apr,أبريل,Avr
month_may,Month abbreviation,May,مايو,Mai
month_jun,Month abbreviation,Jun,يونيو,Juin
month_jul,Month abbreviation,Jul,يوليو,Juil
month_aug,Month abbreviation,Aug,أغسطس,Août
month_sep,Month abbreviation,Sep,سبتمبر,Sep
month_oct,Month abbreviation,Oct,أكتوبر,Oct
month_nov,Month abbreviation,Nov,نوفمبر,Nov
month_dec,Month abbreviation,Dec,ديسمبر,Déc
# ──────────────────────────────────────────────
# NOTIFICATIONS — Push
# ──────────────────────────────────────────────
notif_low_envelopes_title,Notification title,Low Envelopes,أظرف منخفضة,Enveloppes faibles
notif_single_overspent,Notification body,{name} is overspent. Consider adding funds.,{name} تجاوز حده. فكّر في إضافة أموال.,{name} est dépassé(e). Pensez à ajouter des fonds.
notif_multiple_overspent,Notification body,{count} envelopes are overspent: {names}{more}.,{count} أظرف تجاوزت حدها: {names}{more}.,{count} enveloppes sont dépassées : {names}{more}.
notif_and_more,Notification suffix,and {count} more, و{count} أخرى, et {count} de plus
notif_upcoming_bills_title,Notification title,Upcoming Bills,فواتير قادمة,Factures à venir
notif_single_due,Notification body,{title} is due soon.,{title} مستحقة قريباً.,{title} est bientôt due.
notif_multiple_due,Notification body,{count} bills due: {names}{more}.,{count} فواتير مستحقة: {names}{more}.,{count} factures dues : {names}{more}.
notif_bills_and_more,Notification suffix,and more, والمزيد, et plus
# ──────────────────────────────────────────────
# NOTIFICATIONS — Daily reminder
# ──────────────────────────────────────────────
notif_reminder_title,Notification title,PocketPlan,PocketPlan,PocketPlan
notif_reminder_1,Notification body,How did you spend today? Tap to record.,كيف أنفقت اليوم؟ اضغط للتسجيل.,Comment avez-vous dépensé aujourd'hui ? Appuyez pour enregistrer.
notif_reminder_2,Notification body,Don't forget to log today's transactions!,لا تنسَ تسجيل معاملات اليوم!,N'oubliez pas d'enregistrer les transactions du jour !
notif_reminder_3,Notification body,Stay on track — record today's spending.,ابقَ على المسار — سجّل إنفاق اليوم.,Restez sur la bonne voie — enregistrez vos dépenses du jour.
notif_reminder_4,Notification body,A minute now saves hours later. Log your day!,دقيقة الآن توفر ساعات لاحقاً. سجّل يومك!,Une minute maintenant économise des heures plus tard. Enregistrez votre journée !
notif_reminder_5,Notification body,Keep your budget honest — add today's transactions.,حافظ على صدق ميزانيتك — أضف معاملات اليوم.,Gardez votre budget honnête — ajoutez les transactions du jour.
notif_reminder_channel,Channel name,Daily Reminder,التذكير اليومي,Rappel quotidien
notif_reminder_channel_desc,Channel description,Daily reminder to log transactions,تذكير يومي لتسجيل المعاملات,Rappel quotidien pour enregistrer les transactions
# ──────────────────────────────────────────────
# ENGINE / LEDGER NOTES
# ──────────────────────────────────────────────
engine_auto_covered,Ledger note,Auto-covered from Unallocated,تم التغطية تلقائياً من غير الموزع,Couvert automatiquement depuis Non affecté
engine_direct_income,Ledger note,Direct from income,مباشرة من الدخل,Directement du revenu
engine_withdrawn,Ledger note,Withdrawn to Unallocated,تم السحب إلى غير الموزع,Retiré vers Non affecté
engine_period_returned,Ledger note,Period reset — returned to Unallocated,إعادة تعيين الفترة — أُرجع إلى غير الموزع,Réinitialisation de période — retourné au Non affecté
engine_period_out,Ledger note,Period reset — transferred out,إعادة تعيين الفترة — تم التحويل,Réinitialisation de période — transféré
engine_period_received,Ledger note,Received from period reset,مُستلم من إعادة تعيين الفترة,Reçu de la réinitialisation de période
engine_carry_forward,Ledger note,Period carry-forward,ترحيل الفترة,Report de période
engine_auto_reset,Ledger note,Period auto-reset,إعادة تعيين تلقائية للفترة,Réinitialisation automatique de période
# ──────────────────────────────────────────────
# NUMBER FORMAT
# ──────────────────────────────────────────────
nf_thousands_comma,Option,"Comma (1,000)","فاصلة (1,000)","Virgule (1,000)"
nf_thousands_period,Option,Period (1.000),نقطة (1.000),Point (1.000)
nf_thousands_space,Option,Space (1 000),مسافة (1 000),Espace (1 000)
nf_thousands_none,Option,None (1000),بدون (1000),Aucun (1000)
nf_decimal_period,Option,Period (0.50),نقطة (0.50),Point (0.50)
nf_decimal_comma,Option,"Comma (0,50)","فاصلة (0,50)","Virgule (0,50)"
nf_negative_minus,Option,-$100,-$100,-100 $
nf_negative_parentheses,Option,($100),($100),(100 $)
nf_negative_numbers_section,Section title,Negative Numbers,الأرقام السالبة,Nombres négatifs
# ──────────────────────────────────────────────
# DATE FORMAT
# ──────────────────────────────────────────────
date_today,Smart date prefix,Today,اليوم,Aujourd'hui
date_yesterday,Smart date prefix,Yesterday,أمس,Hier
# ──────────────────────────────────────────────
# TEXT SCALE
# ──────────────────────────────────────────────
text_scale_small,Option,Small,صغير,Petit
text_scale_default,Option,Default,افتراضي,Par défaut
text_scale_large,Option,Large,كبير,Grand
text_scale_extra_large,Option,Extra Large,كبير جداً,Très grand
# ──────────────────────────────────────────────
# DEFAULT CATEGORIES
# ──────────────────────────────────────────────
defcat_food_dining,Default category,Food & Dining,الطعام والمطاعم,Alimentation et restaurants
defcat_groceries,Default category,Groceries,بقالة,Courses
defcat_restaurants,Default category,Restaurants,مطاعم,Restaurants
defcat_coffee_snacks,Default category,Coffee & Snacks,قهوة ووجبات خفيفة,Café et snacks
defcat_transportation,Default category,Transportation,المواصلات,Transport
defcat_fuel,Default category,Fuel,وقود,Carburant
defcat_public_transit,Default category,Public Transit,مواصلات عامة,Transports en commun
defcat_parking_tolls,Default category,Parking & Tolls,مواقف ورسوم,Parking et péages
defcat_housing,Default category,Housing,السكن,Logement
defcat_rent_mortgage,Default category,Rent / Mortgage,إيجار / رهن عقاري,Loyer / Hypothèque
defcat_utilities,Default category,Utilities,خدمات,Services publics
defcat_maintenance,Default category,Maintenance,صيانة,Entretien
defcat_shopping,Default category,Shopping,تسوق,Shopping
defcat_clothing,Default category,Clothing,ملابس,Vêtements
defcat_electronics,Default category,Electronics,إلكترونيات,Électronique
defcat_household_items,Default category,Household Items,مستلزمات المنزل,Articles ménagers
defcat_entertainment,Default category,Entertainment,ترفيه,Divertissement
defcat_subscriptions,Default category,Subscriptions,اشتراكات,Abonnements
defcat_movies_events,Default category,Movies & Events,أفلام وفعاليات,Cinéma et événements
defcat_hobbies,Default category,Hobbies,هوايات,Loisirs
defcat_health,Default category,Health,الصحة,Santé
defcat_medical,Default category,Medical,طبي,Médical
defcat_pharmacy,Default category,Pharmacy,صيدلية,Pharmacie
defcat_fitness,Default category,Fitness,لياقة بدنية,Fitness
defcat_personal,Default category,Personal,شخصي,Personnel
defcat_education,Default category,Education,تعليم,Éducation
defcat_gifts,Default category,Gifts,هدايا,Cadeaux
defcat_personal_care,Default category,Personal Care,عناية شخصية,Soins personnels
defcat_income,Default category,Income,الدخل,Revenu
defcat_salary,Default category,Salary,راتب,Salaire
defcat_freelance,Default category,Freelance,عمل حر,Freelance
defcat_investments,Default category,Investments,استثمارات,Investissements
defcat_other_income,Default category,Other Income,دخل آخر,Autres revenus
# ──────────────────────────────────────────────
# SYNC ERRORS
# ──────────────────────────────────────────────
sync_err_encrypted_no_pw,Error,"Sync file is encrypted but no password is set. Enter your sync password to decrypt.",ملف المزامنة مشفر ولكن لم يتم تعيين كلمة مرور. أدخل كلمة مرور المزامنة لفك التشفير.,Le fichier de synchronisation est chiffré mais aucun mot de passe n'est défini. Entrez votre mot de passe pour déchiffrer.
sync_err_wrong_pw,Error,Wrong sync password. Could not decrypt the sync file.,كلمة مرور المزامنة خاطئة. تعذّر فك تشفير الملف.,Mot de passe de synchronisation incorrect. Impossible de déchiffrer le fichier.
sync_err_invalid_format,Error,Invalid encrypted sync file format,تنسيق ملف مزامنة مشفر غير صالح,Format de fichier de synchronisation chiffré invalide
google_not_configured,Error,"Google Sign-In is not configured for this app. A Google Cloud project with OAuth credentials is required.",لم يتم إعداد تسجيل الدخول بـ Google لهذا التطبيق. يلزم مشروع Google Cloud مع بيانات OAuth.,La connexion Google n'est pas configurée pour cette application. Un projet Google Cloud avec des identifiants OAuth est requis.
google_network_error,Error,Network error. Check your internet connection.,خطأ في الشبكة. تحقق من اتصالك بالإنترنت.,Erreur réseau. Vérifiez votre connexion internet.
google_connection_failed,Error,Connection failed: {error},فشل الاتصال: {error},Échec de la connexion : {error}
google_not_connected,Error,Not connected to Google Drive,غير متصل بـ Google Drive,Non connecté à Google Drive
file_picker_title,Dialog title,Select PocketPlan Sync File,اختر ملف مزامنة PocketPlan,Sélectionnez le fichier de synchronisation PocketPlan
file_picker_no_path,Error,No sync file path set,لم يتم تعيين مسار ملف المزامنة,Aucun chemin de fichier de synchronisation défini
# ──────────────────────────────────────────────
# SHARED WIDGETS
# ──────────────────────────────────────────────
heatmap_no_data,Empty state,No data yet,لا بيانات بعد,Pas encore de données
heatmap_no_activity,Tooltip,No activity,لا نشاط,Aucune activité
# ──────────────────────────────────────────────
# BACKUP SIZE (templates)
# ──────────────────────────────────────────────
backup_size_bytes,Size format,{size} B,{size} ب,{size} o
backup_size_kb,Size format,{size} KB,{size} ك.ب,{size} Ko
backup_size_mb,Size format,{size} MB,{size} م.ب,{size} Mo
# ──────────────────────────────────────────────
# UX IMPROVEMENTS (May 2026)
# ──────────────────────────────────────────────
insight_on_track,Dashboard spending insight,Spending is on track this month,الإنفاق في المسار الصحيح هذا الشهر,Les dépenses sont en bonne voie ce mois-ci
quick_action_fund_tooltip,Dashboard quick action tooltip,Fund envelopes,تمويل المخصصات,Alimenter les enveloppes
quick_action_split_tooltip,Dashboard quick action tooltip,Split a bill,تقسيم فاتورة,Partager une addition
step_indicator,Assisted flow step label,Step {current} of {total},الخطوة {current} من {total},Étape {current} sur {total}
duplicate_title,Dialog title,Possible Duplicate,تكرار محتمل,Doublon possible
duplicate_exists,Dialog content,A similar transaction already exists:,معاملة مشابهة موجودة بالفعل:,Une transaction similaire existe déjà :
duplicate_save_anyway,Dialog button,Save Anyway,حفظ على أي حال,Enregistrer quand même
reset_banner_one,Budget tab banner,1 envelope needs reset,مخصص واحد يحتاج إعادة تعيين,1 enveloppe à réinitialiser
reset_banner_many,Budget tab banner,{count} envelopes need reset,{count} مخصصات تحتاج إعادة تعيين,{count} enveloppes à réinitialiser
reset_banner_subtitle,Budget tab banner,New budget period started — review leftover balances,بدأت فترة ميزانية جديدة — راجع الأرصدة المتبقية,Nouvelle période budgétaire — vérifiez les soldes restants
loan_direction_lent_hint,Objective detail,You gave money — payments are incoming,أنت أعطيت المال — المدفوعات واردة,Vous avez prêté — les paiements sont entrants
loan_direction_borrowed_hint,Objective detail,You owe money — payments are outgoing,أنت مدين — المدفوعات صادرة,Vous devez — les paiements sont sortants
sub_filter_no_active,Subscriptions empty filter,No active subscriptions,لا اشتراكات نشطة,Aucun abonnement actif
sub_filter_no_cancelled,Subscriptions empty filter,No cancelled subscriptions,لا اشتراكات ملغاة,Aucun abonnement annulé
sub_pause,Subscription action tooltip,Pause subscription,إيقاف الاشتراك مؤقتاً,Mettre en pause l'abonnement
sub_resume,Subscription action tooltip,Resume subscription,استئناف الاشتراك,Reprendre l'abonnement
onboarding_name_required,Onboarding validation,Enter a household name,أدخل اسم الأسرة,Entrez un nom de foyer
onboarding_acct_required,Onboarding validation,Enter an account name,أدخل اسم الحساب,Entrez un nom de compte
onboarding_more_options,Onboarding section label,More options,خيارات إضافية,Plus d'options
